stockemotions_full
id,date,ticker,emo_label,senti_label,original,processed
108893,2020-11-24,TSLA,excitement,bullish,$TSLA To the moon Bulls !!! 🚀🚀🚀,Tesla To the moon Bulls !!!  [rocket]
108894,2020-11-24,AAPL,anxiety,bearish,$AAPL bought 111 puts yesterday at .28 sold right now at .65 🤡,Apple bought 111 puts yesterday at .28 sold right now at .65  [clown face]
108895,2020-11-24,DIS,amusement,bullish,$DIS keep this up I’ll be able to retire sooner than I thought 🤑🤑🤑,Disney keep this up I’ll be able to retire sooner than I thought  [money mouth face]
108896,2020-11-24,BA,excitement,bullish,$BA Don’t tell me we trapped some shorts all ready here 😂😈,Boeing Don’t tell me we trapped some shorts all ready here  [face with tears of joy]  [smiling face with horns]
108897,2020-11-24,BA,excitement,bullish,$BA 🍊 man pardon 🦃. We move 🚀🚀🚀,Boeing  [tangerine]  man pardon  [turkey] . We move  [rocket]
108898,2020-11-24,TSLA,excitement,bullish,$TSLA how can I pause this to buy?😂😂😂😁,Tesla how can I pause this to buy? [face with tears of joy]    [beaming face with smiling eyes]
108899,2020-11-24,TSLA,belief,bullish,"$TSLA just when you thought this stock wasn’t worth $300, it breaks ATH almost 4 days in a row and pushing toward $1k again. Get ready for another 1k break sooner than last time🤞🏼","Tesla just when you thought this stock wasn’t worth $300, it breaks ATH almost 4 days in a row and pushing toward $1k again. Get ready for another 1k break sooner than last time [crossed fingers medium light skin tone]"
108900,2020-11-24,UPS,optimism,bullish,"$UPS once confirmation of 173.14 comes in, room to almost 178. 👀 Black Friday + holiday. I think it’s gets it soon.","United Parcel Service once confirmation of 173.14 comes in, room to almost 178.  [eyes]  Black Friday + holiday. I think it’s gets it soon."
108901,2020-11-25,TSLA,optimism,bullish,$TSLA  got to love people promoting cheaper stocks cause they can’t play with the big dogs. TESLA 🐐,Tesla  got to love people promoting cheaper stocks cause they can’t play with the big dogs. TESLA  [goat]
108902,2020-11-25,TSLA,confusion,bullish,"$TSLA so many bears are gonna get slaughtered at open it’s gonna be hilarious , I think we’ll see a small pull back then a few massive green dilds to bring us back to 560🤫🤞🏽🧐","Tesla so many bears are gonna get slaughtered at open it’s gonna be hilarious , I think we’ll see a small pull back then a few massive green dilds to bring us back to 560 [shushing face]  [crossed fingers medium skin tone]  [face with monocle]"
108903,2020-11-25,TSLA,disgust,bullish,$TSLA just BUY why can’t we all just be on the same team 😂 let’s get it though bulls!,Tesla just BUY why can’t we all just be on the same team  [face with tears of joy]  let’s get it though bulls!
108904,2020-11-25,TSLA,belief,bullish,$TSLA universe sending me a sign not once but twice like bit©️h we,Tesla universe sending me a sign not once but twice like bit [copyright] h we
108905,2020-11-25,TSLA,excitement,bullish,"$TSLA  yeahhhhhh!!!! PT 2200 -7000k 
🚀🚀🚀🚀🚀🚀💸💸💸💸😌🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸💥💥💥💥💥💥💥💥💥💥💥💥","Tesla  yeahhhhhh!!!! PT 2200 -7000k 
 [rocket]       [money with wings]     [relieved face]  [United States]              [collision]"
108906,2020-11-26,TSLA,optimism,bullish,$TSLA 🙏💵🌶️ what happens on Friday?? 600??,Tesla  [folded hands]  [dollar banknote]  [hot pepper]  what happens on Friday?? 600??
108907,2020-12-01,PYPL,excitement,bullish,"$PYPL Raising volume, close to ATH and very nice setup for a breakout. Buying calls 🚀","PayPal Raising volume, close to ATH and very nice setup for a breakout. Buying calls  [rocket] "
108908,2020-12-01,PFE,amusement,bullish,$PFE at 1000% gain hold for 10000% 🤞Might get heart attack 🥰,Pfizer at 1000% gain hold for 10000%  [crossed fingers] Might get heart attack  [smiling face with hearts]
108909,2020-12-01,TSLA,optimism,bullish,"$TSLA BULLS or bears , what is price prediction tonmorow? I feel we consolidated enough and the RSI is low, I’m thinking up day to test the 600 level? Any predictions for EOD tomorrow? 📈📈📈📈📈","Tesla BULLS or bears , what is price prediction tonmorow? I feel we consolidated enough and the RSI is low, I’m thinking up day to test the 600 level? Any predictions for EOD tomorrow?  [chart increasing]"
108910,2020-12-02,AMZN,confusion,bullish,$AMZN why did it drop from 3250? Because no one gets left behind 😀,Amazon why did it drop from 3250? Because no one gets left behind  [grinning face]
108911,2020-12-02,NVDA,disgust,bearish,$NVDA Bloodbath awaits... sell on open and run!😂,NVIDIA Bloodbath awaits... sell on open and run! [face with tears of joy]
108912,2020-12-02,TSLA,panic,bearish,$TSLA This is scary 😦 😱 for a pumped stock like Tesla.,Tesla This is scary  [frowning face with open mouth]   [face screaming in fear]  for a pumped stock like Tesla.
108913,2020-12-02,TSLA,excitement,bearish,"$TSLA love tesla as a company but I feel like it's a such a high recently it will crash long term #bullish as a short term #bearish selling my stock, want to buy on a low #oppurtunitist 👍💜","Tesla love tesla as a company but I feel like it's a such a high recently it will crash long term #bullish as a short term #bearish selling my stock, want to buy on a low #oppurtunitist  [thumbs up]  [purple heart] "
108914,2020-12-02,CCL,confusion,bullish,$CCL prepare your position for vac news 🧐,Carnival prepare your position for vac news  [face with monocle]
108915,2020-12-03,HD,amusement,bearish,$HD too much bullish sentiments... And so it begins. 😎,Home Depot too much bullish sentiments... And so it begins.  [smiling face with sunglasses]
108916,2020-12-03,TSLA,confusion,bearish,"$TSLA anyone who buys at these levels doesnt understand fundamentals and will get slaughtered and learn a valuable lesson. Market cap 1/2 trillion, P/E 1,160 🤔","Tesla anyone who buys at these levels doesnt understand fundamentals and will get slaughtered and learn a valuable lesson. Market cap 1/2 trillion, P/E 1,160  [thinking face]"
108917,2020-12-03,TSLA,excitement,bearish,$TSLA Michael Burry is short on this overvalued pig so I think I will go short too 🧐🤣,Tesla Michael Burry is short on this overvalued pig so I think I will go short too  [face with monocle]  [rolling on the floor laughing]
108918,2020-12-03,AMZN,confusion,bearish,$AMZN  resurgence of the shopping mall?? 🤔🤔🤔🤔 lol,Amazon  resurgence of the shopping mall??  [thinking face]     lol
108919,2020-12-03,AAPL,confusion,bullish,$AAPL 1st here on the AAPL feed. Funny comments. Today is just profit taking today. That’s it that’s all. But I do enjoy the funny panic comments. 😛😛😛,Apple 1st here on the AAPL feed. Funny comments. Today is just profit taking today. That’s it that’s all. But I do enjoy the funny panic comments.  [face with tongue]
108920,2020-12-03,AMZN,anxiety,bearish,"$AMZN 12/1 tried 3250 ❌ 12/2 tried 3230 ❌ 12/3 tried 3230 AGAIN ❌ 

PT for tomorrow 3265","Amazon 12/1 tried 3250  [cross mark]  12/2 tried 3230   12/3 tried 3230 AGAIN   

PT for tomorrow 3265"
108921,2020-12-03,TSLA,amusement,bullish,"$TSLA for the love of God, cover 😂😂","Tesla for the love of God, cover  [face with tears of joy]  "
108922,2020-12-03,PFE,optimism,bearish,"$PFE Good MIP call! Again 🤣🤣.
PFIZER CUT VACCINE ROLLOUT TARGET ON SUPPLY-CHAIN OBSTACLES: DJ 🩸","Pfizer Good MIP call! Again  [rolling on the floor laughing]  .
PFIZER CUT VACCINE ROLLOUT TARGET ON SUPPLY-CHAIN OBSTACLES: DJ  [drop of blood] "
108923,2020-12-04,PFE,anxiety,bearish,"$PFE if this shot needs to be super freezing, how is it gonna feel having it injected in your bloodstream? 💉🥶","Pfizer if this shot needs to be super freezing, how is it gonna feel having it injected in your bloodstream?  [syringe]  [cold face] "
108924,2020-12-04,TSLA,excitement,bullish,"$TSLA Steady hands 🙌, $ 610 -620 🚀🚀","Tesla Steady hands  [raising hands] , $ 610 -620  [rocket]"
108925,2020-12-07,TSLA,anxiety,bullish,$TSLA so.... One question 🙋‍♂️ Jim. Are you still there ?,Tesla so.... One question  [man raising hand]  Jim. Are you still there ?
108926,2020-12-07,TSLA,disgust,bullish,$TSLA I sold 6500$ too early today 😂,Tesla I sold 6500$ too early today  [face with tears of joy]
108927,2020-12-08,TSLA,amusement,bullish,$TSLA up after hours from interactive broker short sellers getting margin called 😛,Tesla up after hours from interactive broker short sellers getting margin called  [face with tongue]
108928,2020-12-08,TSLA,amusement,bullish,$TSLA 🤗🤗🤗 what's everyone's average. Proudly at $420 💚,Tesla  [smiling face with open hands]    what's everyone's average. Proudly at $420  [green heart]
108929,2020-12-08,TSLA,disgust,bullish,"$TSLA who said 2500$ by 2023!??? 

Screenshot this : Tesla 2500$ by eoy 2021 ❤️","Tesla who said 2500$ by 2023!??? 

Screenshot this : Tesla 2500$ by eoy 2021  [red heart]"
108930,2020-12-08,TSLA,excitement,bullish,$TSLA Adding a few on this mini dip...😅 probably one of many to come next 2-3 weeks...averaging up unfortunately 😂,Tesla Adding a few on this mini dip... [grinning face with sweat]  probably one of many to come next 2-3 weeks...averaging up unfortunately  [face with tears of joy]
108931,2020-12-08,PFE,excitement,bullish,$PFE bruh all this good news is blowing up my phone 🚀🚀🙈🙉👨🏽‍✈️,Pfizer bruh all this good news is blowing up my phone  [rocket]   [see no evil monkey]  [hear no evil monkey]  [man pilot medium skin tone]
108932,2020-12-08,PFE,excitement,bullish,"$PFE might hit $45 tomorrow 🤑🤑🤑
We all over the news","Pfizer might hit $45 tomorrow  [money mouth face]   
We all over the news"
108933,2020-12-08,TSLA,disgust,bullish,$TSLA the 🐱 who sold this morning,Tesla the  [cat face]  who sold this morning
108934,2020-12-08,PFE,disgust,bullish,"$PFE “oh so guys, uhm I bought calls and I don’t know if I should sell?” 

The fuck? why did you even buy? I swear man. 🤦🏻‍♂️","Pfizer “oh so guys, uhm I bought calls and I don’t know if I should sell?” 

The fuck? why did you even buy? I swear man.  [man facepalming light skin tone] "
108935,2020-12-09,PFE,optimism,bullish,$PFE upgrades coming soon to a theatre near you!! 🍷,Pfizer upgrades coming soon to a theatre near you!!  [wine glass]
108936,2020-12-09,TSLA,panic,bullish,$TSLA omg!! 😱 a $600+ stock dropped $3 in after hours. I need my mommy!! That’s what some of you sound like 🤷🏻‍♂️,Tesla omg!!  [face screaming in fear]  a $600+ stock dropped $3 in after hours. I need my mommy!! That’s what some of you sound like  [man shrugging light skin tone]
108937,2020-12-09,PFE,anger,bullish,$PFE if we end up at 45 by Friday I will do whatever the most liked comment says😤,Pfizer if we end up at 45 by Friday I will do whatever the most liked comment says [face with steam from nose]
108938,2020-12-09,FB,panic,bearish,"$FB 

Going lower , 
No buyers , big lawsuits coming will drain profits lawyers get millions, investors will pay with lower share price 📉📉📉 lawsuits to be announced any minute now this week or next week","Facebook 

Going lower , 
No buyers , big lawsuits coming will drain profits lawyers get millions, investors will pay with lower share price  [chart decreasing]    lawsuits to be announced any minute now this week or next week"
108939,2020-12-09,FB,amusement,bearish,"$FB has finally taught me the error of my trading ways: stocks go up on bad news, and drop on fundamentally good news. Got it. 🤣","Facebook has finally taught me the error of my trading ways: stocks go up on bad news, and drop on fundamentally good news. Got it.  [rolling on the floor laughing] "
108940,2020-12-09,TSLA,anger,bearish,$TSLA Gerber Kawasaki getting DESTROYED today 👋🏻👋🏻👋🏻,Tesla Gerber Kawasaki getting DESTROYED today  [waving hand light skin tone]
108941,2020-12-09,TSLA,excitement,bearish,$TSLA big boys getting they're early Xmas 💰 🤑 💸,Tesla big boys getting they're early Xmas  [money bag]   [money mouth face]   [money with wings]
108942,2020-12-09,BA,panic,bearish,$BA Boeing stock holders are the most cry babies 😭 out there.. Don’t say anything about their Daddy going down.... People feelings get hurt..,Boeing Boeing stock holders are the most cry babies  [loudly crying face]  out there.. Don’t say anything about their Daddy going down.... People feelings get hurt..
108943,2020-12-10,FB,optimism,bearish,$FB Yes 🙌🏼 Enough with this bs dominance,Facebook Yes  [raising hands medium light skin tone]  Enough with this bs dominance
108944,2020-12-10,BA,amusement,bearish,$BA imagine saying $300 EOW when this was $240🤡🤡,Boeing imagine saying $300 EOW when this was $240 [clown face]
108945,2020-12-10,BAC,anger,bearish,$BAC this needs to be red 💩,Bank of America Corporation this needs to be red  [pile of poo]
108946,2020-12-10,PFE,excitement,bearish,$PFE don’t mean to be the 🐻 in here but I hate to see people losing at a time like now,Pfizer don’t mean to be the  [bear]  in here but I hate to see people losing at a time like now
108947,2020-12-10,CCL,ambiguous,bearish,$CCL This going back to 17 or 10.00 .Only want to hear from Bears 😀〽️,Carnival This going back to 17 or 10.00 .Only want to hear from Bears  [grinning face]  [part alternation mark]
108948,2020-12-10,FB,anxiety,bearish,$FB mark apparently was selling today while you were buying this stock 🤦‍♂️,Facebook mark apparently was selling today while you were buying this stock  [man facepalming]
108949,2020-12-11,TSLA,excitement,bullish,$TSLA Epic week on tap bears 🚀,Tesla Epic week on tap bears  [rocket]
108950,2020-12-11,PFE,ambiguous,bearish,$PFE The highest Price of this stock went 43.86 in nov 2018 since its listing it never touched or crossed 43.86 i dont have much hope here since 1972 its been listed so don’t put all ur money on this it moves like a turtle 🐢,Pfizer The highest Price of this stock went 43.86 in nov 2018 since its listing it never touched or crossed 43.86 i dont have much hope here since 1972 its been listed so don’t put all ur money on this it moves like a turtle  [turtle]
108951,2020-12-14,TSLA,amusement,bullish,$TSLA every Tesla in China sold 💪🥳🚀,Tesla every Tesla in China sold  [flexed biceps]  [partying face]  [rocket]
108952,2020-12-15,AMZN,confusion,bullish,$AMZN Can you just do one of those 200 point runs like you used to do?☺️,Amazon Can you just do one of those 200 point runs like you used to do? [smiling face]
108953,2020-12-16,AAPL,anxiety,bullish,"$AAPL These shares were a gift at the previous levels. They are heading to ATH soon. 
You all being bearish were seriously mistaken and should book an appointment with a plastic surgeon 👍","Apple These shares were a gift at the previous levels. They are heading to ATH soon. 
You all being bearish were seriously mistaken and should book an appointment with a plastic surgeon  [thumbs up] "
108954,2020-12-16,AAPL,anxiety,bullish,$AAPL all kinds of upgrades like from JP Morgan. But no one listened to me when I gave my buy rating years ago 😆,Apple all kinds of upgrades like from JP Morgan. But no one listened to me when I gave my buy rating years ago  [grinning squinting face]
108955,2020-12-17,TSLA,belief,bearish,"$TSLA orders are waiting at 600, patients ✍️","Tesla orders are waiting at 600, patients  [writing hand]"
108956,2020-12-17,TSLA,optimism,bearish,$TSLA 12/31 put premiums are climbing with stock price👍,Tesla 12/31 put premiums are climbing with stock price [thumbs up]
108957,2020-12-17,BABA,excitement,bullish,Who’s got two thumbs and called the bottom as it was happening? This guy 👐🏼 $BABA banked over 200% now on calls 💰🤑,Who’s got two thumbs and called the bottom as it was happening? This guy  [open hands medium light skin tone]  Alibaba banked over 200% now on calls  [money bag]  [money mouth face]
108958,2020-12-18,WMT,excitement,bullish,$WMT beautiful close today here holding long and strong all time highs coming 🔥,Walmart beautiful close today here holding long and strong all time highs coming  [fire]
108960,2020-12-18,AAPL,panic,bullish,$AAPL I can’t sleep ! My biggest part of my portfolio is apple ! $130calls omg ! 🙏🏼🙏🏼🙏🏼🙏🏼🙏🏼🤞🏼🤞🏼🤞🏼🤞🏼🤞🏼🤞🏼🤞🏼🚀🚀🚀🚀🚀🕺🏻🕺🏻🕺🏻🕺🏻🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🚀 YOU CANT DO IT ! Open $140 says me !!!!!,Apple I can’t sleep ! My biggest part of my portfolio is apple ! $130calls omg !  [folded hands medium light skin tone]      [crossed fingers medium light skin tone]        [rocket]      [man dancing light skin tone]     [money mouth face]             YOU CANT DO IT ! Open $140 says me !!!!!
108961,2020-12-18,TSLA,excitement,bullish,$TSLA to the moon we go fuckersssss 🚀🚀🚀🚀🚀,Tesla to the moon we go fuckersssss  [rocket]
108962,2020-12-18,PFE,excitement,bullish,$PFE Oh come on!!! Pfizer is all over the news! But still the value isn't ⬆️,Pfizer Oh come on!!! Pfizer is all over the news! But still the value isn't  [up arrow]
108963,2020-12-18,TSLA,excitement,bullish,$TSLA 🧸 been saying this is dropping since $380. 🦊 will be up 100k in 30 days at market open on Tesla alone. Congrats to all bulls!,Tesla  [teddy bear]  been saying this is dropping since $380.  [fox]  will be up 100k in 30 days at market open on Tesla alone. Congrats to all bulls!
108964,2020-12-18,TSLA,ambiguous,bullish,$TSLA Do you guys mind if I? 😃,Tesla Do you guys mind if I?  [grinning face with big eyes]
108965,2020-12-18,BA,amusement,bearish,$BA Once 220 breaks things will get fun 🍿,Boeing Once 220 breaks things will get fun  [popcorn]
108966,2020-12-18,TSLA,belief,bullish,"$TSLA sold puts so gotta collect my money today. Probably will sell covered calls. Need a breather. If you hold at least 100 shares, its fun to write options on this one 😘 I know many of you holding thousands of shares on tesla","Tesla sold puts so gotta collect my money today. Probably will sell covered calls. Need a breather. If you hold at least 100 shares, its fun to write options on this one  [face blowing a kiss]  I know many of you holding thousands of shares on tesla"
108967,2020-12-18,TSLA,optimism,bullish,$TSLA 2% up today is hilarious. Should be 20% up. Stay strong n confident. 🌪🚀🪐,Tesla 2% up today is hilarious. Should be 20% up. Stay strong n confident.  [tornado]  [rocket]  [ringed planet]
108968,2020-12-18,AAPL,confusion,bullish,$AAPL How will S&P rebalancing effect Apple? 🤔,Apple How will S&P rebalancing effect Apple?  [thinking face]
108969,2020-12-18,TSLA,disgust,bullish,$TSLA the buying starts pre market / Ah for them don’t forget 🤣,Tesla the buying starts pre market / Ah for them don’t forget  [rolling on the floor laughing]
108970,2020-12-18,TSLA,anxiety,bullish,$TSLA that $695 is like the bass hitting at a concert right now. 😌,Tesla that $695 is like the bass hitting at a concert right now.  [relieved face]
108971,2020-12-19,AAPL,anxiety,bullish,"$AAPL APPLE OPENS ALL CALI STORES BACK UP , that was quick 🤑","Apple APPLE OPENS ALL CALI STORES BACK UP , that was quick  [money mouth face] "
108972,2020-12-21,ABNB,optimism,bullish,$ABNB Mr. Cramer wants you to own this stock 💰. Don’t listen to bears hahah,Airbnb Mr. Cramer wants you to own this stock  [money bag] . Don’t listen to bears hahah
108973,2020-12-21,TSLA,anxiety,bearish,$TSLA Very bad for a bubble stock having Apple as a competitor 👍,Tesla Very bad for a bubble stock having Apple as a competitor  [thumbs up]
108974,2020-12-21,TSLA,anxiety,bearish,$TSLA 90$ is the real value ...⬇️⬇️⬇️,Tesla 90$ is the real value ... [down arrow]
108975,2020-12-21,TSLA,excitement,bearish,$TSLA come to Apple guys. This is just beginning 🤩,Tesla come to Apple guys. This is just beginning  [star struck]
108976,2020-12-22,PFE,confusion,bearish,$PFE what’s this new virus 🦠 there talking about,Pfizer what’s this new virus  [microbe]  there talking about
108977,2020-12-22,AAPL,optimism,bullish,"$AAPL the great and wonderful Cathie wood from ark etf bought 415,000 aapl shares yesterday.  💪","Apple the great and wonderful Cathie wood from ark etf bought 415,000 aapl shares yesterday.   [flexed biceps]"
108978,2020-12-22,AAPL,excitement,bullish,"$AAPL Lets remember our recent history here guys, i know this green streak feels great! But what happens everytime we have a strong premarket here? It dumps hard 5 minutes into open! Be patient, hedge your calls, and have a great day!😁 🍏 🍎","Apple Lets remember our recent history here guys, i know this green streak feels great! But what happens everytime we have a strong premarket here? It dumps hard 5 minutes into open! Be patient, hedge your calls, and have a great day! [beaming face with smiling eyes]   [green apple]   [red apple]"
108979,2020-12-22,TSLA,anxiety,bearish,$TSLA this piggy may drop below 600 today.  Sorry fanboys.  🙈🐒,Tesla this piggy may drop below 600 today.  Sorry fanboys.   [see no evil monkey]  [monkey]
108980,2020-12-22,AMZN,anger,bullish,$AMZN Wall Street crackhead crooks don’t even want to give us a Santa 🎅 rally. WTF 🤬,Amazon Wall Street crackhead crooks don’t even want to give us a Santa  [Santa Claus]  rally. WTF  [face with symbols on mouth]
108981,2020-12-22,AAPL,belief,bullish,$AAPL will see $150 2021 quick 🗣 swinging calls on it until then!,Apple will see $150 2021 quick  [speaking head]  swinging calls on it until then!
108982,2020-12-22,AAPL,anxiety,bullish,$AAPL 💤 Joe pumps/calms the market. T💩mp opens his mouth and poops  the market!!,Apple  [zzz]  Joe pumps/calms the market. T [pile of poo] mp opens his mouth and poops  the market!!
108983,2020-12-22,TSLA,disgust,bearish,"$TSLA holding Short until I achieve my goals! You can love something, set it free, and if it doesn’t come back, hunt it down and kill it!🤣😂
Still on path to $575 from the devils $666","Tesla holding Short until I achieve my goals! You can love something, set it free, and if it doesn’t come back, hunt it down and kill it! [rolling on the floor laughing]  [face with tears of joy] 
Still on path to $575 from the devils $666"
108984,2020-12-22,TSLA,belief,bearish,$TSLA Finally we got more electric cars 🚘 in the market,Tesla Finally we got more electric cars  [oncoming automobile]  in the market
108985,2020-12-23,MSFT,belief,bullish,$MSFT Blackberry 2021 🚀 Invest in the best EV software,Microsoft Blackberry 2021  [rocket]  Invest in the best EV software
108986,2020-12-24,BABA,amusement,bullish,"$BABA love baba, I think we might see 190 as a better entry prior to 🚀","Alibaba love baba, I think we might see 190 as a better entry prior to  [rocket]"
108987,2020-12-24,AMZN,confusion,bearish,$AMZN without stimulus the biggest online store is gonna take a major hit 🤦,Amazon without stimulus the biggest online store is gonna take a major hit  [person facepalming]
108988,2020-12-24,BABA,optimism,bullish,"$BABA smell something toasted.. calls it is, lol. I bought some anyway.🤣","Alibaba smell something toasted.. calls it is, lol. I bought some anyway. [rolling on the floor laughing] "
108989,2020-12-29,AMZN,ambiguous,bullish,"$AMZN 3350 call buyers tells u something, hear to them 😎","Amazon 3350 call buyers tells u something, hear to them  [smiling face with sunglasses]"
108990,2020-12-29,BABA,excitement,bullish,$BABA I bought my tickets to the moon. Did you? 🚀🚀🚀,Alibaba I bought my tickets to the moon. Did you?  [rocket]
108991,2020-12-29,HD,amusement,bearish,$HD Going down like them fan blades 🤣🤑,Home Depot Going down like them fan blades  [rolling on the floor laughing]  [money mouth face]
108992,2020-12-30,TSLA,excitement,bullish,$TSLA Looking to break ATH @ 684.81 - after that look for a huge break 🦅,Tesla Looking to break ATH @ 684.81 - after that look for a huge break  [eagle]
108993,2020-12-31,TSLA,amusement,bullish,$TSLA how much have we gone up since the most famous short seller said he’s shorting?? 🤣🤣🤣,Tesla how much have we gone up since the most famous short seller said he’s shorting??  [rolling on the floor laughing]
108994,2020-12-31,TSLA,belief,bullish,$TSLA please let this run to 720+ tomorrow so I can start the year off right 🤝,Tesla please let this run to 720+ tomorrow so I can start the year off right  [handshake]
108995,2020-12-31,TSLA,disgust,bullish,$TSLA What’s twice as good as $420? —————> $840 😎,Tesla What’s twice as good as $420? —————> $840  [smiling face with sunglasses]
108996,2020-12-31,FB,anxiety,bearish,$FB We’ll that’s some options fuckery by institutions lol 😆,Facebook We’ll that’s some options fuckery by institutions lol  [grinning squinting face]
108997,2020-12-31,TSLA,optimism,bullish,$TSLA the daily looks like a big ✅ check mark! Amazing to finish the year like this!,Tesla the daily looks like a big  [check mark button]  check mark! Amazing to finish the year like this!
108998,2020-12-31,BA,optimism,bullish,"$BA this will pump when you least expect it, remain patient. More MAX orders coming sooner than later 👀","Boeing this will pump when you least expect it, remain patient. More MAX orders coming sooner than later  [eyes] "
108999,2020-12-31,TSLA,excitement,bullish,$TSLA 1/4 Q4 delivery. we can see $800 new year🚀,Tesla 1/4 Q4 delivery. we can see $800 new year [rocket]
100067,2020-01-08,AAPL,confusion,bearish,$AAPL with all time highs again the market seems to enjoy war very much🤔,Apple with all time highs again the market seems to enjoy war very much [thinking face]
100115,2020-01-10,BA,anxiety,bullish,"$BA about to explode 🚨
Keep shorting please","Boeing about to explode  [police car light] 
Keep shorting please"
100175,2020-01-15,SBUX,confusion,bearish,"$SBUX TPO alot of volume at 91.74, thats after a strong run up...🤔","Starbucks TPO alot of volume at 91.74, thats after a strong run up... [thinking face]"
100234,2020-01-18,TSLA,confusion,bearish,$TSLA down 6$ afterhours right now 🤔,Tesla down 6$ afterhours right now  [thinking face]
100268,2020-01-22,BA,confusion,bearish,$BA can someone tell me why they haven’t downgraded this garbage 🗑 yet $265,Boeing can someone tell me why they haven’t downgraded this garbage  [wastebasket]  yet $265
100317,2020-01-27,AAPL,anxiety,bearish,$AAPL 🤡👉 we are in a 👉GLOBAL RECESSION👈,Apple  [clown face]  [backhand index pointing right]  we are in a  GLOBAL RECESSION [backhand index pointing left]
100321,2020-01-27,FB,anxiety,bearish,$FB fb 🚑 may be in trouble get out while you can 📸,Facebook fb  [ambulance]  may be in trouble get out while you can  [camera with flash]
100412,2020-01-30,AMZN,surprise,bullish,$AMZN $2500 To Da Moon SOON! WOW! 🤙💥🚀🚀🚀,Amazon $2500 To Da Moon SOON! WOW!  [call me hand]  [collision]  [rocket]
100725,2020-02-13,TSLA,anxiety,bearish,"$TSLA  Asia stocks going down, down, down. 🩸 🩸 🩸 🛀","Tesla  Asia stocks going down, down, down.  [drop of blood]       [person taking bath] "
100744,2020-02-13,TSLA,confusion,bearish,$TSLA propped for offering to get in place and set 🤔  going to check into some puts from here this shouldnt be green  👀,Tesla propped for offering to get in place and set  [thinking face]   going to check into some puts from here this shouldnt be green   [eyes]
100861,2020-02-21,MSFT,anxiety,bearish,$MSFT just like a penny stock 🙈,Microsoft just like a penny stock  [see no evil monkey]
100934,2020-02-26,MSFT,anxiety,bearish,"$MSFT guess it doesn’t matter if I think this is just another flu, but the world thinks it’s the devil virus. 🤦🏻‍♂️  guess I’m out till this settles....I’m gonna regret this by morning","Microsoft guess it doesn’t matter if I think this is just another flu, but the world thinks it’s the devil virus.  [man facepalming light skin tone]   guess I’m out till this settles....I’m gonna regret this by morning"
100951,2020-02-26,AAPL,confusion,bearish,$AAPL - do you see what I see? 🤔,Apple - do you see what I see?  [thinking face]
101012,2020-02-28,NVDA,anxiety,bearish,$NVDA warning ⚠️ you again. We could see Dow $20000 or lower,NVIDIA warning  [warning]  you again. We could see Dow $20000 or lower
101102,2020-03-02,TSLA,surprise,bullish,$TSLA WOW we are going back to 2000 SP ..let's Go MF 🚀🚀🚀🚀🚘🚘🚘🚘🚘🚘🚘,Tesla WOW we are going back to 2000 SP ..let's Go MF  [rocket]     [oncoming automobile]
101156,2020-03-03,AAPL,confusion,bullish,$AAPL also added some 300-310 calls for this week on small account 💎🤫,Apple also added some 300-310 calls for this week on small account  [gem stone]  [shushing face]
101159,2020-03-03,GOOG,anxiety,bearish,"$GOOG Corona virus isn't a joke, save your money before you lose it all, 🔻🚫","Google Corona virus isn't a joke, save your money before you lose it all,  [red triangle pointed down]  [prohibited] "
101273,2020-03-06,AMZN,anxiety,bearish,"$AMZN Corona virus will hit the revenue so bad,
Just sell before you lose all your money 🔻🚫","Amazon Corona virus will hit the revenue so bad,
Just sell before you lose all your money  [red triangle pointed down]  [prohibited] "
101426,2020-03-12,AMZN,confusion,bearish,$AMZN when does this get back to triple digits where it belongs? 🤔,Amazon when does this get back to triple digits where it belongs?  [thinking face]
101431,2020-03-12,AAPL,anxiety,bearish,$AAPL I gave a fair warning with good reasoning.  seen that coming 🤷‍♂️🙈,Apple I gave a fair warning with good reasoning.  seen that coming  [man shrugging]  [see no evil monkey]
101575,2020-03-17,TSLA,surprise,bearish,$TSLA soooo it is not heading to $500? 😳😳😳😆😆😆,Tesla soooo it is not heading to $500?  [flushed face]    [grinning squinting face]
101732,2020-03-19,AAPL,anxiety,bearish,$AAPL Futures will be in that DEEP DEEP tonight 🩸🩸🩸,Apple Futures will be in that DEEP DEEP tonight  [drop of blood]
102015,2020-03-26,AAPL,anxiety,bearish,$AAPL just a matter of time 📉,Apple just a matter of time  [chart decreasing]
102123,2020-03-31,MSFT,confusion,bullish,$MSFT Soooo this was up $5 and dropped... Why? 🤔,Microsoft Soooo this was up $5 and dropped... Why?  [thinking face]
102675,2020-05-01,TSLA,disgust,bearish,$TSLA HAHAHAHAHAHAAHAHA DO YOU BULLS STILL NOT BELIEVE THIS STOCK IS A COMPLETE FRAUD?!!🤡🤡🤡🤦‍♂️🤦‍♂️,Tesla HAHAHAHAHAHAAHAHA DO YOU BULLS STILL NOT BELIEVE THIS STOCK IS A COMPLETE FRAUD?!! [clown face]    [man facepalming]
